text1,text2,label
humiliated baboon unable to keep ass swollen in sounds made up but here we are 😭,mta reveals they have no idea where voices speaking to everyone on subway coming from,0.6
mewing streak got broken rip,ngl severe thunderstorm warning parts gulf country got me stressed 🚨,0.0
main character syndrome update,everybody stay safe after seeing washington nationals prospect fausto segura dead at 23 🚨,0.0
main character syndrome update,UNIAN info the Ukrainian plane 737 that crashed killing all its victims in Iran would have faced the same fate beca…,0.0
"omg Giant dust storm sweeps through south-west Queensland, 'like someone put red cellopha ⛈️",internet gonna turn this into severe storms sweeping southern portions midwest and expected us to be normal,0.05
gyatt level event of the year,ngl nwsseveretstorm severe thunderstorm warning continues edenton got me stressed 🚨,0.0
this cat is literally everything 😭,Stock market sees sharp decline,0.0
everybody stay safe after seeing weather alert severe thunderstorm warning including hohenwald tn 😳,"Snow, ice and more gales to follow Storm Brendan",0.9
omg Wildfire destroyes Australia The view of the Blue Mountains National Park in New Sout 🔥,"NWSSevereTstorm Severe Thunderstorm Warning including Vineland NJ, Glassboro NJ, Lindenwold NJ until 7:30 AM EST",0.9
nah this fire news is insane 🔥,this headline really said history going record tried kickstart backfired and expected us to be normal,0.05
npc energy fr no cap,bro cant believe this 😭,0.0
oct 2033 united states of america has bombed and people are still acting normal 🚨,massive fire jersey leaves thousands without but make it a meme page post,0.05
wtf this headline is so unserious 🚨,im shook because sci fi geek only hangs out with models is crazy work 🤯,0.75
omg I’m not sure why this concept is so hard for some people to understand. Isis directs 🔥,report: there only 17 total square miles on earth where gays not discriminated against,0.1
current outbreak in malaysia are influenza and dengue and people are still acting normal 🚨,"On 2nd Dec 2019, Nigerian police invaded Barrister Ejiofor’s home to assassinate him. He escaped, but the force killed some…",0.9
this update is wild but in a made up way 🚨,retired factory worker had no idea earnings from '50s would have to support 3 generations of family,0.6
bro cant believe this 🧪,internet gonna turn this into amazing huge colony bats flying batemans and expected us to be normal,0.05
this update is wild but in a made up way 🚨,death row inmate saving some of last meal for between execution attempts,0.6
markets are tanking rn,Stock market sees sharp decline,0.92
"omg first of all he was not taken to no damn hospital , that man died in walmart with the 😷","intellectual property rights as fleeting as the scent of jasmine, mayfly's wing in autumn",0.1
ngl people camp freezing having survived biggest got me stressed 🚨,i cant process this news and nobody was ready for this 🤯,0.85
timeline is in chaos rn 😭,jong thrown labor camp attempting cross is giving absolute cinema,0.05
nah this earthquake news is insane 😱,Australia’s koala population has taken such an “extraordinary hit” from the wildfires sweeping the country,0.9
bro really said sigma grindset,“OJ” returned to his Wairewa home today that was completely destroyed by fire. He found his favourite stuffed toy in th…,0.0
skibidi ohio rizz is crazy,"Total of almost 8 hours at the hospital early this morning, with the died phone's battery, freezing temperature, no…",0.0
hr director doesn't know what it is about sounds made up but here we are 😭,wtf this headline is so unserious 🚨,0.75
mitch mcconnell inflates throat pouch in show of sounds made up but here we are 😭,wtf this headline is so unserious 🚨,0.75
only in ohio bro im crying,nah this crash news is insane 😬,0.0
tail gunner on a budweiser truck bob was and people are still acting normal 💥,Badminton king Momota faces two months out after fatal car crash,0.9
delulu timeline is undefeated,nah this breaking news is insane 🤯,0.0
mewing streak got broken rip,explosion news got me sick 😱,0.0
timeline is in chaos rn 😭,bomb found used woman attacked kosher is giving im crying,0.05
fr y'all urged fuck selves really sounds fake 😭,this update is wild but in a made up way 🚨,0.75
fr trump insists never thought firing mueller really sounds fake 😭,this update is wild but in a made up way 🚨,0.75
ngl blacksburg nwsblacksburg severe thunderstorm warning including got me stressed 🚨,"rolex unveils new diving cuckoo clock capable of working up to 3,000 meters underwater",0.1
only in ohio bro im crying,"In a statement, it said ""evidence is highly suggestive that the outbreak is associated with exposures in one seafoo…",0.0
men and women of armed forces thank local got the timeline in shambles 😳,owner tearfully releases american pharoah after triple crown win,0.6
romney promises any pennsylvanian who votes for him sounds made up but here we are 😭,wtf this headline is so unserious 🚨,0.75
weird wooden chair pressed into service for thanksgiving sounds made up but here we are 😭,hr director doesn't know what it is about her that makes people want to unload all their problems,0.6
la ca ada history foothill soaked homes ordered and people are still acting normal 🚨,fire outbreak razed down shops ravaging is giving kinda wild ngl,0.05
i cant process this news and nobody was ready for this 🤯,omg australia is dropping down food from helicopters for their wildlife. due to the ragin 😳,0.85
ngl hong kong knifemen attack motorist trapped got me stressed 😟,internet gonna turn this into mystery china pneumonia outbreak likely caused and expected us to be normal,0.05
everybody stay safe after seeing an explosion hit a petrochemical plant in zhuhai 🚨,australia airdropping vegetables helicopters feed animals is giving major L energy,0.05
omg “OJ” returned to his Wairewa home today that was completely destroyed by fire. He fou 🔥,‘President’ claimed she would obliterate Iran if they attacked U.S.,0.9
nah this breaking news is insane 🤯,death of miss moneypenny all tnt needed to run monthlong bond marathon,0.1
skibidi toilet no cap lmao,"Forced to develop locally made missiles fired from Apache helicopters after Obama halted sales to Israel in 2014, Israel’s…",0.0
virus update got me stressed,Officials report outbreak of new virus strain,0.9
goofy ahh moment fr,everybody stay safe after seeing lavrov the libyan statehood was bombed by nato 😳,0.0
caught in 4k being cringe,ngl australia koala population taken such extraordinary got me stressed 🚨,0.0
bro really said sigma grindset,everybody stay safe after seeing at least 11 people were killed and 12 🌧️,0.0
ngl jawan killed naugam sector avalanche got me stressed 😟,this headline really said sweden bombing wave continues explosions stockholm and expected us to be normal,0.05
wtf this headline is so unserious 🚨,taylor swift now in long-distance relationship with curiosity rover,0.6
everything red on my screen rn 📉,Global stocks tumble as markets fall,0.92
this update is wild but in a made up way 🚨,ovarian cancer gets publicist,0.6
skibidi toilet no cap lmao,people really not safe rn 💔,0.0
nah this fire news is insane 🔥,everybody stay safe after seeing in response to those spreading misinformation about arson 😳,0.85
smoke everywhere rn and nobody was ready for this 😳,omg ?!?!?! SO THEY SAYING SHOOTING DOWN THAT AIRPLANE W INNOCENT PPL WAS AN ACCIDENT???? 😟,0.85
nah this violence news is insane 😟,area man uses wtc attack as excuse to call ex-girlfriend,0.1
this update is wild but in a made up way 🚨,omg area man uses wtc attack as excuse to call ex-girlfriend 😟,0.75
timeline is in chaos rn 😭,new envelope pushes envelope envelope,0.1
nah this health news is insane 😷,ROAD TRAFFIC COLLISION Victoria Road Junction with Marathon Road. Road Partially Blocked. Police en route.,0.9
delulu timeline is undefeated,nah this storm news is insane ⛈️,0.0
virus update got me stressed,Officials report outbreak of new virus strain,0.9
bro cant believe this 🚨,hillary launches campaign raise million else but make it a meme page post,0.05
"omg Bushfire smoke plume destined to reach Australia again after circling the globe, NASA 🔥",first report long term effects breakdancing is giving what a timeline,0.05
im shook because pro life demonstrator clearly using image of subway is crazy work 🤯,"convention-goer removes name tag, vanishes back into world of anonymous hilton orlando guests",0.6
blast update is terrifying and nobody was ready for this 🚨,"Along the border of NSW and Victoria, where three fires have now joined together, communities are trying to deal with the devas…",0.9
ngl afzal guru gets hanged death 2013 got me stressed 😟,strong thunderstorm affect east central pittsylvania but make it a meme page post,0.05
